model,decoder,parameter,word_any_wcs,word_all_wcs,covered_words_any,covered_words_all,total_words,covered_contexts,total_contexts,audit_path,temperature
deepseek-ai/DeepSeek-V2-Lite,top_p,0.6,0.64,0.0,64,0,100,112,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,top_p,0.65,0.7,0.01,70,1,100,129,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,top_p,0.7,0.77,0.01,77,1,100,147,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,top_p,0.75,0.85,0.02,85,2,100,180,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,top_p,0.8,0.91,0.03,91,3,100,221,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,top_p,0.85,0.96,0.05,96,5,100,259,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,top_p,0.9,0.99,0.09,99,9,100,307,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,top_p,0.95,1.0,0.21,100,21,100,373,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,top_p,0.99,1.0,0.66,100,66,100,461,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,min_p,0.01,1.0,0.17,100,17,100,354,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,min_p,0.02,0.93,0.03,93,3,100,221,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,min_p,0.03,0.7,0.01,70,1,100,120,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,min_p,0.04,0.59,0.0,59,0,100,83,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,min_p,0.05,0.46,0.0,46,0,100,60,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,min_p,0.06,0.39,0.0,39,0,100,47,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,min_p,0.07,0.27,0.0,27,0,100,33,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,min_p,0.08,0.25,0.0,25,0,100,30,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,min_p,0.09,0.21,0.0,21,0,100,25,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
deepseek-ai/DeepSeek-V2-Lite,min_p,0.1,0.18,0.0,18,0,100,21,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.deepseek-v2-lite.jsonl,0.7
google/gemma-2-9b,top_k,1.0,0.11,0.0,11,0,100,16,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,2.0,0.15,0.0,15,0,100,21,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,3.0,0.18,0.0,18,0,100,24,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,4.0,0.18,0.0,18,0,100,25,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,5.0,0.2,0.0,20,0,100,27,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,6.0,0.21,0.0,21,0,100,28,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,7.0,0.21,0.0,21,0,100,28,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,8.0,0.24,0.0,24,0,100,32,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,9.0,0.24,0.0,24,0,100,32,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,10.0,0.24,0.0,24,0,100,32,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,11.0,0.24,0.0,24,0,100,33,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,12.0,0.25,0.0,25,0,100,35,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,13.0,0.26,0.0,26,0,100,37,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,14.0,0.26,0.0,26,0,100,37,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,15.0,0.29,0.0,29,0,100,41,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,16.0,0.29,0.0,29,0,100,42,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,17.0,0.29,0.0,29,0,100,42,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,18.0,0.3,0.0,30,0,100,44,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,19.0,0.3,0.0,30,0,100,46,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_k,20.0,0.3,0.0,30,0,100,46,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_p,0.5,0.0,0.0,0,0,100,0,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_p,0.55,0.01,0.0,1,0,100,1,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_p,0.6,0.01,0.0,1,0,100,1,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_p,0.65,0.01,0.0,1,0,100,1,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_p,0.7,0.03,0.0,3,0,100,3,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_p,0.75,0.04,0.0,4,0,100,4,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_p,0.8,0.07,0.0,7,0,100,7,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_p,0.85,0.1,0.0,10,0,100,10,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_p,0.9,0.13,0.0,13,0,100,16,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_p,0.95,0.17,0.0,17,0,100,21,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,top_p,0.99,0.28,0.0,28,0,100,38,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,min_p,0.01,0.2,0.0,20,0,100,28,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,min_p,0.02,0.17,0.0,17,0,100,24,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,min_p,0.03,0.17,0.0,17,0,100,24,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,min_p,0.04,0.16,0.0,16,0,100,23,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,min_p,0.05,0.15,0.0,15,0,100,22,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,min_p,0.06,0.15,0.0,15,0,100,22,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,min_p,0.07,0.15,0.0,15,0,100,22,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,min_p,0.08,0.15,0.0,15,0,100,22,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,min_p,0.09,0.15,0.0,15,0,100,22,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b,min_p,0.1,0.14,0.0,14,0,100,20,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-base.jsonl,0.7
google/gemma-2-9b-it,top_k,1.0,0.5,0.01,50,1,100,85,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,2.0,0.63,0.01,63,1,100,122,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,3.0,0.72,0.01,72,1,100,144,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,4.0,0.77,0.01,77,1,100,158,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,5.0,0.77,0.01,77,1,100,166,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,6.0,0.78,0.01,78,1,100,173,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,7.0,0.82,0.01,82,1,100,183,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,8.0,0.83,0.02,83,2,100,193,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,9.0,0.84,0.03,84,3,100,199,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,10.0,0.86,0.04,86,4,100,207,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,11.0,0.87,0.04,87,4,100,214,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,12.0,0.87,0.04,87,4,100,219,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,13.0,0.87,0.04,87,4,100,220,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,14.0,0.89,0.04,89,4,100,224,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,15.0,0.9,0.04,90,4,100,229,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,16.0,0.9,0.05,90,5,100,231,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,17.0,0.9,0.05,90,5,100,235,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,18.0,0.9,0.05,90,5,100,237,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,19.0,0.9,0.05,90,5,100,238,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_k,20.0,0.9,0.05,90,5,100,242,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_p,0.5,0.26,0.0,26,0,100,28,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_p,0.55,0.32,0.0,32,0,100,37,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_p,0.6,0.38,0.0,38,0,100,45,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_p,0.65,0.44,0.0,44,0,100,56,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_p,0.7,0.48,0.0,48,0,100,66,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_p,0.75,0.54,0.0,54,0,100,77,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_p,0.8,0.61,0.0,61,0,100,94,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_p,0.85,0.67,0.0,67,0,100,122,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_p,0.9,0.78,0.0,78,0,100,151,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_p,0.95,0.89,0.03,89,3,100,205,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,top_p,0.99,0.97,0.12,97,12,100,306,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,min_p,0.01,0.91,0.04,91,4,100,222,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,min_p,0.02,0.84,0.03,84,3,100,200,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,min_p,0.03,0.8,0.01,80,1,100,189,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,min_p,0.04,0.78,0.01,78,1,100,180,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,min_p,0.05,0.75,0.01,75,1,100,171,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,min_p,0.06,0.73,0.01,73,1,100,168,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,min_p,0.07,0.72,0.01,72,1,100,159,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,min_p,0.08,0.72,0.01,72,1,100,158,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,min_p,0.09,0.7,0.01,70,1,100,151,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-2-9b-it,min_p,0.1,0.69,0.01,69,1,100,147,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma2-9b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,1.0,0.28,0.0,28,0,100,45,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,2.0,0.35,0.0,35,0,100,57,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,3.0,0.4,0.01,40,1,100,69,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,4.0,0.41,0.01,41,1,100,74,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,5.0,0.45,0.01,45,1,100,80,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,6.0,0.46,0.01,46,1,100,87,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,7.0,0.48,0.01,48,1,100,91,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,8.0,0.52,0.01,52,1,100,98,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,9.0,0.56,0.01,56,1,100,104,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,10.0,0.57,0.01,57,1,100,105,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,11.0,0.57,0.02,57,2,100,106,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,12.0,0.58,0.02,58,2,100,109,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,13.0,0.59,0.02,59,2,100,111,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,14.0,0.59,0.02,59,2,100,112,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,15.0,0.61,0.02,61,2,100,118,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,16.0,0.64,0.03,64,3,100,123,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,17.0,0.66,0.03,66,3,100,129,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,18.0,0.66,0.03,66,3,100,130,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,19.0,0.67,0.03,67,3,100,133,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_k,20.0,0.67,0.03,67,3,100,135,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_p,0.5,0.13,0.0,13,0,100,14,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_p,0.55,0.15,0.0,15,0,100,17,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_p,0.6,0.18,0.0,18,0,100,21,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_p,0.65,0.18,0.0,18,0,100,22,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_p,0.7,0.22,0.0,22,0,100,26,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_p,0.75,0.26,0.0,26,0,100,31,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_p,0.8,0.29,0.0,29,0,100,37,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_p,0.85,0.35,0.0,35,0,100,46,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_p,0.9,0.46,0.0,46,0,100,61,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_p,0.95,0.55,0.0,55,0,100,81,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,top_p,0.99,0.77,0.0,77,0,100,141,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,min_p,0.01,0.56,0.01,56,1,100,95,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,min_p,0.02,0.52,0.0,52,0,100,84,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,min_p,0.03,0.49,0.0,49,0,100,80,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,min_p,0.04,0.48,0.0,48,0,100,78,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,min_p,0.05,0.47,0.0,47,0,100,74,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,min_p,0.06,0.46,0.0,46,0,100,72,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,min_p,0.07,0.46,0.0,46,0,100,71,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,min_p,0.08,0.45,0.0,45,0,100,70,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
google/gemma-3-12b-it,min_p,0.09,0.44,0.0,44,0,100,68,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.gemma3-12b-it.jsonl,0.7
