model,decoder,parameter,word_any_wcs,word_all_wcs,covered_words_any,covered_words_all,total_words,covered_contexts,total_contexts,audit_path,temperature
Qwen/Qwen2.5-14B,top_k,6.0,0.78,0.02,78,2,100,183,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,7.0,0.8,0.02,80,2,100,191,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,8.0,0.83,0.02,83,2,100,200,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,9.0,0.84,0.03,84,3,100,210,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,10.0,0.86,0.03,86,3,100,220,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,11.0,0.87,0.03,87,3,100,223,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,12.0,0.87,0.04,87,4,100,229,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,13.0,0.89,0.05,89,5,100,236,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,14.0,0.89,0.05,89,5,100,243,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,15.0,0.89,0.05,89,5,100,244,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,16.0,0.91,0.05,91,5,100,250,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,17.0,0.92,0.05,92,5,100,255,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,18.0,0.93,0.05,93,5,100,258,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,19.0,0.94,0.06,94,6,100,267,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_k,20.0,0.94,0.07,94,7,100,270,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_p,0.5,0.31,0.0,31,0,100,38,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_p,0.55,0.34,0.0,34,0,100,46,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_p,0.6,0.43,0.0,43,0,100,58,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_p,0.65,0.45,0.0,45,0,100,69,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_p,0.7,0.51,0.0,51,0,100,85,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_p,0.75,0.59,0.02,59,2,100,107,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_p,0.8,0.6,0.02,60,2,100,121,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_p,0.85,0.64,0.03,64,3,100,145,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_p,0.9,0.69,0.03,69,3,100,173,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_p,0.95,0.79,0.07,79,7,100,217,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,top_p,0.99,0.88,0.23,88,23,100,316,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,min_p,0.01,0.92,0.09,92,9,100,262,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,min_p,0.02,0.91,0.03,91,3,100,234,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,min_p,0.03,0.88,0.02,88,2,100,219,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,min_p,0.04,0.87,0.01,87,1,100,206,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,min_p,0.05,0.84,0.01,84,1,100,196,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,min_p,0.06,0.83,0.01,83,1,100,189,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,min_p,0.07,0.79,0.01,79,1,100,182,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,min_p,0.08,0.78,0.01,78,1,100,180,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,min_p,0.09,0.75,0.01,75,1,100,171,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B,min_p,0.1,0.74,0.01,74,1,100,166,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-base.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,1.0,0.58,0.01,58,1,100,100,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,2.0,0.67,0.01,67,1,100,130,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,3.0,0.71,0.02,71,2,100,149,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,4.0,0.76,0.02,76,2,100,164,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,5.0,0.77,0.02,77,2,100,172,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,6.0,0.8,0.02,80,2,100,184,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,7.0,0.83,0.02,83,2,100,197,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,8.0,0.84,0.02,84,2,100,201,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,9.0,0.85,0.02,85,2,100,206,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,10.0,0.86,0.02,86,2,100,211,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,11.0,0.86,0.03,86,3,100,217,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,12.0,0.88,0.03,88,3,100,223,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,13.0,0.88,0.04,88,4,100,232,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,14.0,0.88,0.04,88,4,100,237,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,15.0,0.89,0.05,89,5,100,245,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,16.0,0.9,0.05,90,5,100,250,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,17.0,0.93,0.05,93,5,100,257,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,18.0,0.93,0.06,93,6,100,261,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,19.0,0.93,0.06,93,6,100,264,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_k,20.0,0.94,0.07,94,7,100,270,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_p,0.5,0.32,0.0,32,0,100,38,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_p,0.55,0.35,0.0,35,0,100,47,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_p,0.6,0.4,0.0,40,0,100,57,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_p,0.65,0.44,0.0,44,0,100,67,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_p,0.7,0.5,0.0,50,0,100,83,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_p,0.75,0.56,0.0,56,0,100,94,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_p,0.8,0.62,0.01,62,1,100,115,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_p,0.85,0.65,0.02,65,2,100,137,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_p,0.9,0.69,0.04,69,4,100,169,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_p,0.95,0.76,0.04,76,4,100,203,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,top_p,0.99,0.87,0.17,87,17,100,302,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,min_p,0.01,0.9,0.07,90,7,100,250,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,min_p,0.02,0.88,0.05,88,5,100,224,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,min_p,0.03,0.87,0.03,87,3,100,216,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,min_p,0.04,0.85,0.02,85,2,100,205,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,min_p,0.05,0.82,0.01,82,1,100,195,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,min_p,0.06,0.79,0.01,79,1,100,187,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,min_p,0.07,0.77,0.01,77,1,100,180,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,min_p,0.08,0.77,0.01,77,1,100,177,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,min_p,0.09,0.75,0.01,75,1,100,169,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen2.5-14B-Instruct,min_p,0.1,0.75,0.01,75,1,100,163,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen25-14b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,1.0,0.5,0.01,50,1,100,90,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,2.0,0.61,0.01,61,1,100,116,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,3.0,0.65,0.02,65,2,100,141,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,4.0,0.7,0.02,70,2,100,154,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,5.0,0.74,0.02,74,2,100,166,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,6.0,0.75,0.03,75,3,100,177,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,7.0,0.75,0.03,75,3,100,180,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,8.0,0.75,0.03,75,3,100,182,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,9.0,0.78,0.05,78,5,100,194,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,10.0,0.8,0.05,80,5,100,198,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,11.0,0.81,0.05,81,5,100,202,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,12.0,0.81,0.05,81,5,100,207,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,13.0,0.82,0.05,82,5,100,211,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,14.0,0.82,0.05,82,5,100,215,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,15.0,0.84,0.05,84,5,100,220,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,16.0,0.87,0.05,87,5,100,228,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,17.0,0.87,0.06,87,6,100,232,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,18.0,0.89,0.06,89,6,100,239,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,19.0,0.89,0.06,89,6,100,242,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_k,20.0,0.9,0.07,90,7,100,245,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_p,0.5,0.29,0.0,29,0,100,34,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_p,0.55,0.32,0.0,32,0,100,42,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_p,0.6,0.38,0.0,38,0,100,52,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_p,0.65,0.39,0.0,39,0,100,61,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_p,0.7,0.45,0.0,45,0,100,73,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_p,0.75,0.47,0.0,47,0,100,83,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_p,0.8,0.54,0.0,54,0,100,107,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_p,0.85,0.6,0.01,60,1,100,125,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_p,0.9,0.68,0.01,68,1,100,160,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_p,0.95,0.78,0.05,78,5,100,201,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,top_p,0.99,0.88,0.21,88,21,100,302,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,min_p,0.01,0.86,0.07,86,7,100,240,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,min_p,0.02,0.84,0.04,84,4,100,218,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,min_p,0.03,0.84,0.04,84,4,100,203,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,min_p,0.04,0.79,0.04,79,4,100,190,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,min_p,0.05,0.78,0.04,78,4,100,180,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,min_p,0.06,0.75,0.04,75,4,100,174,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,min_p,0.07,0.72,0.04,72,4,100,169,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,min_p,0.08,0.72,0.04,72,4,100,166,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,min_p,0.09,0.69,0.04,69,4,100,160,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B,min_p,0.1,0.68,0.03,68,3,100,155,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-instruct.jsonl,0.7
Qwen/Qwen3.5-9B-Base,top_k,1.0,0.49,0.01,49,1,100,96,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-base.jsonl,0.7
Qwen/Qwen3.5-9B-Base,top_k,2.0,0.62,0.01,62,1,100,122,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-base.jsonl,0.7
Qwen/Qwen3.5-9B-Base,top_k,3.0,0.69,0.02,69,2,100,145,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-base.jsonl,0.7
Qwen/Qwen3.5-9B-Base,top_k,4.0,0.72,0.02,72,2,100,158,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-base.jsonl,0.7
Qwen/Qwen3.5-9B-Base,top_k,5.0,0.73,0.02,73,2,100,163,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-base.jsonl,0.7
Qwen/Qwen3.5-9B-Base,top_k,6.0,0.78,0.02,78,2,100,179,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-base.jsonl,0.7
Qwen/Qwen3.5-9B-Base,top_k,7.0,0.78,0.03,78,3,100,185,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-base.jsonl,0.7
Qwen/Qwen3.5-9B-Base,top_k,8.0,0.79,0.03,79,3,100,193,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-base.jsonl,0.7
Qwen/Qwen3.5-9B-Base,top_k,9.0,0.8,0.04,80,4,100,199,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-base.jsonl,0.7
Qwen/Qwen3.5-9B-Base,top_k,10.0,0.8,0.05,80,5,100,208,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-base.jsonl,0.7
Qwen/Qwen3.5-9B-Base,top_k,11.0,0.81,0.05,81,5,100,212,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-base.jsonl,0.7
Qwen/Qwen3.5-9B-Base,top_k,12.0,0.82,0.05,82,5,100,218,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-base.jsonl,0.7
Qwen/Qwen3.5-9B-Base,top_k,13.0,0.85,0.05,85,5,100,223,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-base.jsonl,0.7
Qwen/Qwen3.5-9B-Base,top_k,14.0,0.85,0.05,85,5,100,227,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-base.jsonl,0.7
Qwen/Qwen3.5-9B-Base,top_k,15.0,0.87,0.05,87,5,100,229,500,/home/jovyan/WCS/WCS/results/western_lands_100x5_multi_t/t0p7/audit.qwen35-9b-base.jsonl,0.7
